sid,account_sid,date_created,date_updated,date_sent,from,to,body,status,direction,num_segments,price,price_unit,uri,subresource_uris
SMbd74bfa469104fda,AC887a67f53ab0f8021a31dd0179d89352,2024-08-23T22:24:53.047Z,2024-08-23T22:25:23.047Z,2024-08-23T22:25:05.047Z,+15121000281,+16000000039,Test message 411 for outbound.,sent,outbound,2,-0.0150,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMd5a8f49265a52405.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM9c4ca6bbb967d1c8/Media.json""}"
SMd5f900972ef74cba,AC887a67f53ab0f8021a31dd0179d89352,2025-05-29T14:31:39.069Z,2025-05-29T14:32:09.069Z,2025-05-29T14:31:51.069Z,+13051000111,+16000000116,Test message 412 for outbound.,delivered,outbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM898bfea20510b6a0.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMdfe5a3651d757ab0/Media.json""}"
SM69770c2f75769444,AC887a67f53ab0f8021a31dd0179d89352,2024-03-24T23:34:14.125Z,2024-03-24T23:34:44.125Z,2024-03-24T23:34:26.125Z,+13141000219,+16000000496,Test message 413 for outbound.,failed,outbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM771411c73d5ee434.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMc5d2751059f0b8f7/Media.json""}"
SM40366c460edd55eb,AC887a67f53ab0f8021a31dd0179d89352,2024-06-01T03:34:10.895Z,2024-06-01T03:34:40.895Z,2024-06-01T03:34:22.895Z,+16000000079,+17021000278,Test message 414 for inbound.,failed,inbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM32c359026061422b.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM3f8478630c14e9cf/Media.json""}"
SM24bee7d04968e9f6,AC887a67f53ab0f8021a31dd0179d89352,2025-04-19T15:01:02.351Z,2025-04-19T15:01:32.351Z,2025-04-19T15:01:14.351Z,+16000000007,+13051000141,Test message 415 for inbound.,delivered,inbound,2,-0.0150,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM7fd323ea6c509a4c.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM47160cd0e29cd521/Media.json""}"
SM12f3467136cb3397,AC887a67f53ab0f8021a31dd0179d89352,2024-02-09T03:06:27.167Z,2024-02-09T03:06:57.167Z,2024-02-09T03:06:39.167Z,+12121000016,+16000000377,Test message 416 for outbound.,delivered,outbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMb80f0c96c82c1677.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM99ccd7afbf830900/Media.json""}"
SM4c69c31f0a0e98c8,AC887a67f53ab0f8021a31dd0179d89352,2024-12-29T07:28:32.516Z,2024-12-29T07:29:02.516Z,2024-12-29T07:28:44.516Z,+16000000065,+13141000114,Test message 417 for inbound.,failed,inbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMec45dc5f57045cb1.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM412c6ec87acc0eb9/Media.json""}"
SM5e1077df96b1bff9,AC887a67f53ab0f8021a31dd0179d89352,2025-05-08T07:41:52.058Z,2025-05-08T07:42:22.058Z,2025-05-08T07:42:04.058Z,+13141000414,+16000000183,Test message 418 for outbound.,delivered,outbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMcba20870e78f59ba.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM2799c4481a68e576/Media.json""}"
SMda58b44e7d2a5a60,AC887a67f53ab0f8021a31dd0179d89352,2026-03-16T01:08:27.117Z,2026-03-16T01:08:57.117Z,2026-03-16T01:08:39.117Z,+16000000008,+13051000006,Test message 419 for inbound.,sent,inbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMfe288f4ec1edee0f.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM43771f6967f815e9/Media.json""}"
SMd57b93ff3c5aaa0d,AC887a67f53ab0f8021a31dd0179d89352,2023-09-03T22:14:37.693Z,2023-09-03T22:15:07.693Z,2023-09-03T22:14:49.693Z,+16171000157,+16000000229,Test message 420 for outbound.,sent,outbound,2,-0.0150,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMbbb33d6b242d9763.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM3c657d0b9dc99b0a/Media.json""}"
SM9c65f7c6849a0947,AC887a67f53ab0f8021a31dd0179d89352,2025-12-05T16:04:27.121Z,2025-12-05T16:04:57.121Z,2025-12-05T16:04:39.121Z,+19171000150,+16000000198,Test message 421 for outbound.,delivered,outbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMc2bf92e0e09d3e85.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM28c9d252d958608f/Media.json""}"
SM11e2a671731778b4,AC887a67f53ab0f8021a31dd0179d89352,2023-06-30T10:43:12.458Z,2023-06-30T10:43:42.458Z,2023-06-30T10:43:24.458Z,+12121000091,+16000000441,Test message 422 for outbound.,sent,outbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMc62aa22fac905e0d.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMa22b6422297e8641/Media.json""}"
SM9c404e3781f123d0,AC887a67f53ab0f8021a31dd0179d89352,2025-03-09T22:15:55.454Z,2025-03-09T22:16:25.454Z,2025-03-09T22:16:07.454Z,+16000000201,+12121000361,Test message 423 for inbound.,delivered,inbound,2,-0.0150,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMb2789d12ef73c05e.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMe2c4ddf1b517cea0/Media.json""}"
SMedae7c15bafa5c34,AC887a67f53ab0f8021a31dd0179d89352,2025-09-28T14:33:03.436Z,2025-09-28T14:33:33.436Z,2025-09-28T14:33:15.436Z,+12121000256,+16000000028,Test message 424 for outbound.,failed,outbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM1a6eb016fbf62c32.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM8a2e3c1fbe31029c/Media.json""}"
SMe25cf8d41b021433,AC887a67f53ab0f8021a31dd0179d89352,2023-10-15T18:04:28.866Z,2023-10-15T18:04:58.866Z,2023-10-15T18:04:40.866Z,+16000000078,+12121000031,Test message 425 for inbound.,delivered,inbound,2,-0.0150,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMe9742d1644c671b7.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM6a24bf9ed2b9f671/Media.json""}"
SM3c4754afd26171b8,AC887a67f53ab0f8021a31dd0179d89352,2023-06-11T12:07:52.617Z,2023-06-11T12:08:22.617Z,2023-06-11T12:08:04.617Z,+16000000337,+13141000414,Test message 426 for inbound.,delivered,inbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM0631ad0a57078506.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM59b7a524ed559816/Media.json""}"
SM64c742abdd21e4af,AC887a67f53ab0f8021a31dd0179d89352,2024-10-03T07:20:55.325Z,2024-10-03T07:21:25.325Z,2024-10-03T07:21:07.325Z,+19171000075,+16000000269,Test message 427 for outbound.,delivered,outbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMe708a2536a135ee2.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMaafb80374e417b70/Media.json""}"
SMd393f53b7816f169,AC887a67f53ab0f8021a31dd0179d89352,2024-11-18T09:11:12.038Z,2024-11-18T09:11:42.038Z,2024-11-18T09:11:24.038Z,+17021000158,+16000000204,Test message 428 for outbound.,delivered,outbound,2,-0.0150,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM958cabe2c49ad087.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMe021461329c852fa/Media.json""}"
SMa6d892a6cddd8bb4,AC887a67f53ab0f8021a31dd0179d89352,2024-04-07T23:26:23.447Z,2024-04-07T23:26:53.447Z,2024-04-07T23:26:35.447Z,+16000000083,+12061000388,Test message 429 for inbound.,sent,inbound,2,-0.0150,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM6f9d283096afd20e.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMc7427e9a6914b36d/Media.json""}"
SMe4190961212e0ab7,AC887a67f53ab0f8021a31dd0179d89352,2024-07-18T03:51:20.539Z,2024-07-18T03:51:50.539Z,2024-07-18T03:51:32.539Z,+14151000364,+16000000432,Test message 430 for outbound.,sent,outbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM305d1a9e5c0b7e7e.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM8de6d304505b233f/Media.json""}"
SMfabcc422a8f47953,AC887a67f53ab0f8021a31dd0179d89352,2026-03-06T19:48:18.370Z,2026-03-06T19:48:48.370Z,2026-03-06T19:48:30.370Z,+16000000409,+14041000220,Test message 431 for inbound.,delivered,inbound,2,-0.0150,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM1fb9cca7ea90c721.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM05a45b4298bcb015/Media.json""}"
SMe8615568481c0c0b,AC887a67f53ab0f8021a31dd0179d89352,2026-02-27T21:21:12.046Z,2026-02-27T21:21:42.046Z,2026-02-27T21:21:24.046Z,+16171000382,+16000000275,Test message 432 for outbound.,delivered,outbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM9f255bdbba3aa94b.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM08bf486b9f993836/Media.json""}"
SMe6631b73455c52ce,AC887a67f53ab0f8021a31dd0179d89352,2025-12-26T14:26:23.507Z,2025-12-26T14:26:53.507Z,2025-12-26T14:26:35.507Z,+16141000494,+16000000343,Test message 433 for outbound.,sent,outbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM14a9d6807fc0af5e.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMbcc39ec29f08a095/Media.json""}"
SMaaa56ed33fb66266,AC887a67f53ab0f8021a31dd0179d89352,2024-01-05T14:58:54.684Z,2024-01-05T14:59:24.684Z,2024-01-05T14:59:06.684Z,+16000000205,+17021000248,Test message 434 for inbound.,delivered,inbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMe016c005f168c9b7.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM47f1a18ca527dd84/Media.json""}"
SMed364f4a97597d70,AC887a67f53ab0f8021a31dd0179d89352,2025-04-04T10:48:39.800Z,2025-04-04T10:49:09.800Z,2025-04-04T10:48:51.800Z,+16000000332,+12121000406,Test message 435 for inbound.,failed,inbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM9ae97e94d25f026b.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM1abbbe042176b223/Media.json""}"
SM61a5a965ce82e5e1,AC887a67f53ab0f8021a31dd0179d89352,2024-02-16T09:51:30.886Z,2024-02-16T09:52:00.886Z,2024-02-16T09:51:42.886Z,+16000000421,+16141000434,Test message 436 for inbound.,failed,inbound,2,-0.0150,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM40049317e2b4cfe4.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM1b2d36d10056cd2f/Media.json""}"
SMf95a30aefb03e7b0,AC887a67f53ab0f8021a31dd0179d89352,2025-10-22T08:35:32.648Z,2025-10-22T08:36:02.648Z,2025-10-22T08:35:44.648Z,+13121000363,+16000000080,Test message 437 for outbound.,delivered,outbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM8db5f1cf06729a7c.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMb48fc0936f4cb73f/Media.json""}"
SM653d8027656aceb2,AC887a67f53ab0f8021a31dd0179d89352,2025-08-04T09:36:46.047Z,2025-08-04T09:37:16.047Z,2025-08-04T09:36:58.047Z,+14041000115,+16000000254,Test message 438 for outbound.,delivered,outbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM2850707ed9a51ede.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMa2417fc07cbc7a3a/Media.json""}"
SMfc477d7c2f03a3b0,AC887a67f53ab0f8021a31dd0179d89352,2023-09-19T02:55:36.687Z,2023-09-19T02:56:06.687Z,2023-09-19T02:55:48.687Z,+17021000278,+16000000449,Test message 439 for outbound.,delivered,outbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMc5f941cc775089cb.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM8600c71c943b62fd/Media.json""}"
SMb699c8ee458893d3,AC887a67f53ab0f8021a31dd0179d89352,2025-02-18T19:09:34.441Z,2025-02-18T19:10:04.441Z,2025-02-18T19:09:46.441Z,+16171000292,+16000000180,Test message 440 for outbound.,failed,outbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM820c82fb5f258556.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM6ce0febe2a761a83/Media.json""}"
SMe8ae4ebe16610c9c,AC887a67f53ab0f8021a31dd0179d89352,2023-04-17T06:30:41.044Z,2023-04-17T06:31:11.044Z,2023-04-17T06:30:53.044Z,+16000000498,+16461000012,Test message 441 for inbound.,delivered,inbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM14ae75c02cc9dfa5.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM4c0979c14ee67665/Media.json""}"
SMadc6e6bea5dc6dee,AC887a67f53ab0f8021a31dd0179d89352,2024-04-24T07:59:58.652Z,2024-04-24T08:00:28.652Z,2024-04-24T08:00:10.652Z,+12061000478,+16000000459,Test message 442 for outbound.,delivered,outbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMea50f22e0bb301b3.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMc49c15a977798d2c/Media.json""}"
SM0bb80c925ae6cbfe,AC887a67f53ab0f8021a31dd0179d89352,2025-04-30T12:08:08.995Z,2025-04-30T12:08:38.995Z,2025-04-30T12:08:20.995Z,+16000000492,+17021000203,Test message 443 for inbound.,delivered,inbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM854a9355a8136700.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMfac7b39d28e4f8ad/Media.json""}"
SMa63522692de1d4c0,AC887a67f53ab0f8021a31dd0179d89352,2026-03-27T13:13:14.013Z,2026-03-27T13:13:44.013Z,2026-03-27T13:13:26.013Z,+16000000135,+15121000146,Test message 444 for inbound.,delivered,inbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM1c80705ee19efcf0.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMc7883906c78a8617/Media.json""}"
SMa4146b54484f047a,AC887a67f53ab0f8021a31dd0179d89352,2026-04-08T05:21:25.911Z,2026-04-08T05:21:55.911Z,2026-04-08T05:21:37.911Z,+16000000097,+13051000066,Test message 445 for inbound.,sent,inbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM328e89cb687bd095.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM2c3b02ca75f5252c/Media.json""}"
SM61e9032a2376c0ee,AC887a67f53ab0f8021a31dd0179d89352,2024-02-17T03:38:24.571Z,2024-02-17T03:38:54.571Z,2024-02-17T03:38:36.571Z,+13141000354,+16000000387,Test message 446 for outbound.,delivered,outbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM7f30dd3fa3583747.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMea7d51d96d40d8c1/Media.json""}"
SM6b39d935e1aab16f,AC887a67f53ab0f8021a31dd0179d89352,2026-02-12T11:07:29.255Z,2026-02-12T11:07:59.255Z,2026-02-12T11:07:41.255Z,+16000000172,+16461000492,Test message 447 for inbound.,failed,inbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMd452cad3bd836a16.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM218aab9147d01317/Media.json""}"
SMfec2991665a3c218,AC887a67f53ab0f8021a31dd0179d89352,2025-03-27T13:36:45.917Z,2025-03-27T13:37:15.917Z,2025-03-27T13:36:57.917Z,+16000000176,+14151000259,Test message 448 for inbound.,sent,inbound,2,-0.0150,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM5afa72813e9c1312.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMaa1560ecd7b0f218/Media.json""}"
SMeae1f25de0aeca49,AC887a67f53ab0f8021a31dd0179d89352,2024-01-15T12:16:37.092Z,2024-01-15T12:17:07.092Z,2024-01-15T12:16:49.092Z,+16000000178,+14151000319,Test message 449 for inbound.,delivered,inbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMc067222fdc2a6229.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM38722a06272d8080/Media.json""}"
SM7aaf242bef28bf08,AC887a67f53ab0f8021a31dd0179d89352,2024-01-23T03:43:52.855Z,2024-01-23T03:44:22.855Z,2024-01-23T03:44:04.855Z,+16000000017,+16141000434,Test message 450 for inbound.,failed,inbound,2,-0.0150,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM8f456517fcb6c1da.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMa9c42ed062361b6f/Media.json""}"
SMc43b688c712a451c,AC887a67f53ab0f8021a31dd0179d89352,2025-08-04T20:14:17.919Z,2025-08-04T20:14:47.919Z,2025-08-04T20:14:29.919Z,+14041000445,+16000000029,Test message 451 for outbound.,delivered,outbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM2de030b56e08809d.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM479f38695c03b0f4/Media.json""}"
SM2c96453f2b869e13,AC887a67f53ab0f8021a31dd0179d89352,2024-09-21T09:49:33.338Z,2024-09-21T09:50:03.338Z,2024-09-21T09:49:45.338Z,+14151000154,+16000000273,Test message 452 for outbound.,sent,outbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMc6fd36ee63c07617.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMa55487ee92a84bfa/Media.json""}"
SM834c0775f98f1486,AC887a67f53ab0f8021a31dd0179d89352,2024-03-08T10:12:05.338Z,2024-03-08T10:12:35.338Z,2024-03-08T10:12:17.338Z,+16171000427,+16000000138,Test message 453 for outbound.,delivered,outbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM94171caf447eeae7.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMa0f7f826be485655/Media.json""}"
SM11f4c51d33f73f44,AC887a67f53ab0f8021a31dd0179d89352,2025-12-31T17:39:56.062Z,2025-12-31T17:40:26.062Z,2025-12-31T17:40:08.062Z,+16000000208,+16461000477,Test message 454 for inbound.,failed,inbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMdade8dcc54eab80b.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM48b3dc1ab70941f7/Media.json""}"
SMba60810647f6944a,AC887a67f53ab0f8021a31dd0179d89352,2025-01-22T19:00:37.721Z,2025-01-22T19:01:07.721Z,2025-01-22T19:00:49.721Z,+12121000421,+16000000057,Test message 455 for outbound.,sent,outbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMede01eb0ca1b9d37.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMf56fb038f913d7ac/Media.json""}"
SM221d4f84985f777f,AC887a67f53ab0f8021a31dd0179d89352,2025-05-29T04:47:33.911Z,2025-05-29T04:48:03.911Z,2025-05-29T04:47:45.911Z,+13141000339,+16000000139,Test message 456 for outbound.,failed,outbound,2,-0.0150,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM01db61504bbf76b0.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMa8e31db009e00925/Media.json""}"
SMf3b676f02195d077,AC887a67f53ab0f8021a31dd0179d89352,2026-01-24T20:15:15.173Z,2026-01-24T20:15:45.173Z,2026-01-24T20:15:27.173Z,+12061000328,+16000000478,Test message 457 for outbound.,delivered,outbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM35e7cf66e287966d.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM2a133ffbe6dbe3ad/Media.json""}"
SM7f1f50fb5d32f287,AC887a67f53ab0f8021a31dd0179d89352,2023-06-04T02:17:08.831Z,2023-06-04T02:17:38.831Z,2023-06-04T02:17:20.831Z,+16000000475,+12061000013,Test message 458 for inbound.,delivered,inbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM237b3a31d206280d.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMcb8a9bd130aaa01c/Media.json""}"
SM059bd811ca4205b8,AC887a67f53ab0f8021a31dd0179d89352,2023-10-25T04:34:50.594Z,2023-10-25T04:35:20.594Z,2023-10-25T04:35:02.594Z,+16000000380,+13121000498,Test message 459 for inbound.,sent,inbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM3fe978ca78580ec8.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM0db306916cd55870/Media.json""}"
SM2d033b85e7624014,AC887a67f53ab0f8021a31dd0179d89352,2025-01-20T13:09:41.603Z,2025-01-20T13:10:11.603Z,2025-01-20T13:09:53.603Z,+16000000396,+12061000448,Test message 460 for inbound.,failed,inbound,2,-0.0150,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMf5e9cbb747c10881.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMc8e42c494bebb622/Media.json""}"
SM47222c089bbd983b,AC887a67f53ab0f8021a31dd0179d89352,2023-08-07T01:04:43.254Z,2023-08-07T01:05:13.254Z,2023-08-07T01:04:55.254Z,+16000000317,+15031000020,Test message 461 for inbound.,failed,inbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM15f47bedf9dbbd29.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMbcabb24f6c852402/Media.json""}"
SM7925db1557b349ad,AC887a67f53ab0f8021a31dd0179d89352,2023-09-28T14:32:31.728Z,2023-09-28T14:33:01.728Z,2023-09-28T14:32:43.728Z,+16000000177,+16171000052,Test message 462 for inbound.,failed,inbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMa37376575afd4257.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM2c822871ed32bca8/Media.json""}"
SMa734e07599557b9c,AC887a67f53ab0f8021a31dd0179d89352,2023-09-03T18:15:07.442Z,2023-09-03T18:15:37.442Z,2023-09-03T18:15:19.442Z,+13121000048,+16000000452,Test message 463 for outbound.,sent,outbound,2,-0.0150,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM55c6283992f07537.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMa0d7dc1ec81ca32f/Media.json""}"
SMa273fb27a430e9e0,AC887a67f53ab0f8021a31dd0179d89352,2025-06-15T07:12:26.636Z,2025-06-15T07:12:56.636Z,2025-06-15T07:12:38.636Z,+16000000078,+12121000331,Test message 464 for inbound.,delivered,inbound,2,-0.0150,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMb2c95f62e39cb9dd.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM26f12be98c3ea90d/Media.json""}"
