sid,account_sid,date_created,date_updated,parent_call_sid,to,from,phone_number_sid,status,start_time,end_time,duration,price,price_unit,direction,answered_by,forwarded_from,caller_name,uri
CAd5fbfa19de6daccd,ACcb44e59a6e8bf77b6329094c5a4db011,2023-06-25T13:57:41.429Z,2023-06-25T13:58:11.429Z,,+15121000011,+16000000009,PN9ae5cddba97298c7,completed,2023-06-25T13:57:41.429Z,2023-06-25T14:48:25.429Z,3044,-0.7610,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA425b010936e905c7.json
CA6d3de5a7e49fb2b8,ACcb44e59a6e8bf77b6329094c5a4db011,2024-06-21T10:09:57.619Z,2024-06-21T10:10:27.619Z,,+16000000090,+16141000359,PNa196e692c00cd2e5,completed,2024-06-21T10:09:57.619Z,2024-06-21T10:44:05.619Z,2048,-0.5120,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA00607f3382c583ff.json
CA7afd5b0e8b90d7e5,ACcb44e59a6e8bf77b6329094c5a4db011,2023-11-03T22:18:57.972Z,2023-11-03T22:19:27.972Z,,+14151000019,+16000000086,PN2b24ad596b34a51e,completed,2023-11-03T22:18:57.972Z,2023-11-03T23:12:46.972Z,3229,-0.8073,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAf4d495b8c95737d4.json
CAe00f89a3df46af6d,ACcb44e59a6e8bf77b6329094c5a4db011,2024-05-28T18:13:06.537Z,2024-05-28T18:13:36.537Z,,+15121000251,+16000000045,PNb5d950c9a9243f59,busy,2024-05-28T18:13:06.537Z,2024-05-28T18:34:21.537Z,1275,-0.3187,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA2e4785c0aaad4ed9.json
CAeb63cc02013f4d7b,ACcb44e59a6e8bf77b6329094c5a4db011,2024-03-31T00:30:08.158Z,2024-03-31T00:30:38.158Z,,+16000000091,+12131000092,PN58894819ff1e0d18,busy,2024-03-31T00:30:08.158Z,2024-03-31T00:45:20.158Z,912,-0.2280,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA5977b52c08a83ed7.json
CA049a995d4bc95599,ACcb44e59a6e8bf77b6329094c5a4db011,2025-04-24T11:59:11.742Z,2025-04-24T11:59:41.742Z,,+15031000395,+16000000056,PNc5e911cbf77f8e6f,completed,2025-04-24T11:59:11.742Z,2025-04-24T12:11:34.742Z,743,-0.1857,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA2a325df83113d085.json
CAd2fb7fc8555b6b0c,ACcb44e59a6e8bf77b6329094c5a4db011,2024-01-17T05:52:22.204Z,2024-01-17T05:52:52.204Z,,+16000000022,+13141000024,PN751cf128a0256978,busy,2024-01-17T05:52:22.204Z,2024-01-17T06:30:46.204Z,2304,-0.5760,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA224e2508a7eff44e.json
CAd8c0cf26b2f2dea0,ACcb44e59a6e8bf77b6329094c5a4db011,2023-07-31T02:57:30.098Z,2023-07-31T02:58:00.098Z,,+14041000085,+16000000002,PN34d67378e904087f,completed,2023-07-31T02:57:30.098Z,2023-07-31T03:13:55.098Z,985,-0.2462,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA7599947fcfb79939.json
CA4e2ff50cb12ca5c5,ACcb44e59a6e8bf77b6329094c5a4db011,2024-11-02T08:24:48.427Z,2024-11-02T08:25:18.427Z,,+12061000388,+16000000066,PNc2d1929117f102b6,completed,2024-11-02T08:24:48.427Z,2024-11-02T09:04:35.427Z,2387,-0.5968,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA4172cad660d67486.json
CAe9728e4df91437ee,ACcb44e59a6e8bf77b6329094c5a4db011,2024-01-10T15:36:31.954Z,2024-01-10T15:37:01.954Z,,+16141000374,+16000000091,PNbad7d41d69e9a3c0,busy,2024-01-10T15:36:31.954Z,2024-01-10T16:17:42.954Z,2471,-0.6177,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA0406f4fe41179397.json
CA77125a656f2ff58d,ACcb44e59a6e8bf77b6329094c5a4db011,2024-04-09T16:52:31.335Z,2024-04-09T16:53:01.335Z,,+16000000013,+17021000068,PN22be2ce43b358e1e,completed,2024-04-09T16:52:31.335Z,2024-04-09T17:03:03.335Z,632,-0.1580,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAb2ac0e173f8563bd.json
CAcf08695d7c28cc44,ACcb44e59a6e8bf77b6329094c5a4db011,2024-10-05T01:53:18.113Z,2024-10-05T01:53:48.113Z,,+12131000197,+16000000076,PNf13a63d22a7862c5,completed,2024-10-05T01:53:18.113Z,2024-10-05T02:37:17.113Z,2639,-0.6597,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA93b41fe8838e8eca.json
CA39c58a4b2059c8c3,ACcb44e59a6e8bf77b6329094c5a4db011,2026-01-26T19:44:36.349Z,2026-01-26T19:45:06.349Z,,+16000000097,+13051000276,PN2989b3d4cd2c70d8,busy,2026-01-26T19:44:36.349Z,2026-01-26T19:57:19.349Z,763,-0.1908,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA15f9ef1e37459698.json
CA33ef68b98d0baf97,ACcb44e59a6e8bf77b6329094c5a4db011,2025-11-10T22:34:52.033Z,2025-11-10T22:35:22.033Z,,+12131000497,+16000000067,PN4172c6635a1aad8b,completed,2025-11-10T22:34:52.033Z,2025-11-10T23:14:57.033Z,2405,-0.6013,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA0290c002e03bffa0.json
CA5e4b1dc213f73bbd,ACcb44e59a6e8bf77b6329094c5a4db011,2024-11-24T20:14:50.373Z,2024-11-24T20:15:20.373Z,,+16000000099,+14151000499,PNde5e655d7b0abf52,completed,2024-11-24T20:14:50.373Z,2024-11-24T21:08:29.373Z,3219,-0.8047,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA940ba81a2bb6dcd4.json
CA324eb269e2d7eded,ACcb44e59a6e8bf77b6329094c5a4db011,2025-08-12T02:27:29.859Z,2025-08-12T02:27:59.859Z,,+16000000078,+12061000313,PN91e5bda69be6c2e3,completed,2025-08-12T02:27:29.859Z,2025-08-12T02:53:53.859Z,1584,-0.3960,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA725b3cfc94795ac6.json
CA70da06317dfc3202,ACcb44e59a6e8bf77b6329094c5a4db011,2026-01-29T07:35:04.477Z,2026-01-29T07:35:34.477Z,,+13141000204,+16000000049,PNbafee34c597331d8,completed,2026-01-29T07:35:04.477Z,2026-01-29T08:08:25.477Z,2001,-0.5002,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAe4353aa3e6c23561.json
CAd000d78aefb3ac9e,ACcb44e59a6e8bf77b6329094c5a4db011,2024-06-12T20:30:24.408Z,2024-06-12T20:30:54.408Z,,+14041000055,+16000000095,PNe5be4b3a857cf3f6,busy,2024-06-12T20:30:24.408Z,2024-06-12T20:34:13.408Z,229,-0.0573,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA82c5e834bde737d8.json
CAfc4c10c7e13b3224,ACcb44e59a6e8bf77b6329094c5a4db011,2024-04-02T06:15:53.700Z,2024-04-02T06:16:23.700Z,,+16000000068,+13121000123,PNc950df4e24ec0091,busy,2024-04-02T06:15:53.700Z,2024-04-02T06:42:51.700Z,1618,-0.4045,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAdacc5df4d169007c.json
CA490c7f4198753cf3,ACcb44e59a6e8bf77b6329094c5a4db011,2023-12-17T10:53:33.201Z,2023-12-17T10:54:03.201Z,,+16000000003,+16461000117,PNf3b119b4ea957f19,completed,2023-12-17T10:53:33.201Z,2023-12-17T11:36:13.201Z,2560,-0.6400,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAf121790156b81ee8.json
CAb3bcc4758c976a73,ACcb44e59a6e8bf77b6329094c5a4db011,2026-02-06T14:09:01.551Z,2026-02-06T14:09:31.551Z,,+16000000020,+15031000335,PN58b1176822850368,completed,2026-02-06T14:09:01.551Z,2026-02-06T14:38:54.551Z,1793,-0.4482,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA1a0ae7e7f6df9bf1.json
CA7c6b63ad2c5ff9ac,ACcb44e59a6e8bf77b6329094c5a4db011,2026-02-07T04:43:21.431Z,2026-02-07T04:43:51.431Z,,+16000000025,+12061000163,PNe77c2e408c4bdf64,completed,2026-02-07T04:43:21.431Z,2026-02-07T05:09:42.431Z,1581,-0.3952,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAf5b3df8f6004d5ab.json
CAf6074c79c5cd0416,ACcb44e59a6e8bf77b6329094c5a4db011,2025-04-14T08:59:06.919Z,2025-04-14T08:59:36.919Z,,+12061000133,+16000000048,PN28712fc0f9292388,completed,2025-04-14T08:59:06.919Z,2025-04-14T09:03:18.919Z,252,-0.0630,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA374176087fd9f5eb.json
CAc2ed3156f3e5a6ae,ACcb44e59a6e8bf77b6329094c5a4db011,2026-03-07T05:28:38.394Z,2026-03-07T05:29:08.394Z,,+16141000044,+16000000092,PNc58bd752e3f3d2fd,completed,2026-03-07T05:28:38.394Z,2026-03-07T05:45:42.394Z,1024,-0.2560,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA22e318173a20aba3.json
CAf837eb1f8aaaf820,ACcb44e59a6e8bf77b6329094c5a4db011,2024-03-21T17:08:08.271Z,2024-03-21T17:08:38.271Z,,+16000000062,+15121000221,PNd963e0b11cab75b3,busy,2024-03-21T17:08:08.271Z,2024-03-21T17:54:07.271Z,2759,-0.6897,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAb59c7b6e0fdf67c0.json
CA70b9363eb448311b,ACcb44e59a6e8bf77b6329094c5a4db011,2024-12-08T19:51:46.624Z,2024-12-08T19:52:16.624Z,,+14151000319,+16000000035,PN1b7b9b0b23d68aae,busy,2024-12-08T19:51:46.624Z,2024-12-08T20:27:08.624Z,2122,-0.5305,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAaadbac90f22861e1.json
CAd91a479c4b34fa8e,ACcb44e59a6e8bf77b6329094c5a4db011,2023-07-31T10:00:20.619Z,2023-07-31T10:00:50.619Z,,+16000000000,+16461000312,PNcf3263e8cc2ab38a,completed,2023-07-31T10:00:20.619Z,2023-07-31T10:12:22.619Z,722,-0.1805,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA146bbf8bd2e021ab.json
CAb3ede40094ebce14,ACcb44e59a6e8bf77b6329094c5a4db011,2023-10-16T08:03:40.860Z,2023-10-16T08:04:10.860Z,,+16000000095,+13121000093,PN3e0fc54ef082f409,busy,2023-10-16T08:03:40.860Z,2023-10-16T08:50:24.860Z,2804,-0.7010,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA8e964005a7412d94.json
CAd1bb09d2c4ea7dd5,ACcb44e59a6e8bf77b6329094c5a4db011,2025-09-02T07:19:19.653Z,2025-09-02T07:19:49.653Z,,+12061000298,+16000000094,PNd2dd50648b2e707c,completed,2025-09-02T07:19:19.653Z,2025-09-02T07:51:25.653Z,1926,-0.4815,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA5c3576b6073f2d29.json
CA7b1636c99926b2f1,ACcb44e59a6e8bf77b6329094c5a4db011,2025-01-07T16:58:05.801Z,2025-01-07T16:58:35.801Z,,+16000000003,+13051000381,PN894b82b463708ef5,completed,2025-01-07T16:58:05.801Z,2025-01-07T17:05:19.801Z,434,-0.1085,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA75921ff2b7b35914.json
CAfd21dae7b565f3c8,ACcb44e59a6e8bf77b6329094c5a4db011,2024-06-15T17:41:50.777Z,2024-06-15T17:42:20.777Z,,+16000000046,+16171000157,PN251df06ea3b23d3d,completed,2024-06-15T17:41:50.777Z,2024-06-15T18:10:05.777Z,1695,-0.4237,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA243e158490bb982f.json
CA66f7855a06820ab8,ACcb44e59a6e8bf77b6329094c5a4db011,2025-03-24T17:28:25.915Z,2025-03-24T17:28:55.915Z,,+15031000245,+16000000010,PN9cf7ec1c70264c69,completed,2025-03-24T17:28:25.915Z,2025-03-24T18:12:45.915Z,2660,-0.6650,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAb6e7f232cc45e7e0.json
CAf14e9a7a5470d04d,ACcb44e59a6e8bf77b6329094c5a4db011,2024-11-12T12:30:30.296Z,2024-11-12T12:31:00.296Z,,+15031000230,+16000000023,PNd6dbfe215b666ca5,busy,2024-11-12T12:30:30.296Z,2024-11-12T12:50:56.296Z,1226,-0.3065,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA8d03c63398f39fed.json
CAd404834c9cedd96c,ACcb44e59a6e8bf77b6329094c5a4db011,2024-08-19T13:38:27.159Z,2024-08-19T13:38:57.159Z,,+16000000040,+17021000143,PN5ae02c1bd2b04a4d,completed,2024-08-19T13:38:27.159Z,2024-08-19T14:31:40.159Z,3193,-0.7983,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA06dce63cfd97b2be.json
CA0f5be624aafc2f5b,ACcb44e59a6e8bf77b6329094c5a4db011,2024-06-11T22:45:14.371Z,2024-06-11T22:45:44.371Z,,+16000000088,+13121000258,PN2fafdd81c2a820d2,completed,2024-06-11T22:45:14.371Z,2024-06-11T23:20:09.371Z,2095,-0.5237,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA4546a0c1b1197eba.json
CA45fd2642bd942264,ACcb44e59a6e8bf77b6329094c5a4db011,2024-10-24T16:39:15.097Z,2024-10-24T16:39:45.097Z,,+16000000084,+15121000371,PN2a1670bd8bd64123,completed,2024-10-24T16:39:15.097Z,2024-10-24T17:15:05.097Z,2150,-0.5375,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAc1b40922cc4cc03b.json
CA9658be7022abfb81,ACcb44e59a6e8bf77b6329094c5a4db011,2023-06-12T00:46:18.164Z,2023-06-12T00:46:48.164Z,,+16000000096,+12131000212,PN917482442e52b1d6,completed,2023-06-12T00:46:18.164Z,2023-06-12T01:38:59.164Z,3161,-0.7902,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA38fe4ff7eafc0ba1.json
CAd8602e9535038bf4,ACcb44e59a6e8bf77b6329094c5a4db011,2025-08-30T21:40:42.573Z,2025-08-30T21:41:12.573Z,,+13051000291,+16000000089,PN877926a218cf6dee,completed,2025-08-30T21:40:42.573Z,2025-08-30T21:48:01.573Z,439,-0.1097,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA95d4f654402d0dff.json
CAe30c204490068493,ACcb44e59a6e8bf77b6329094c5a4db011,2025-05-20T15:58:16.323Z,2025-05-20T15:58:46.323Z,,+16461000027,+16000000099,PNf3a21b587399d299,completed,2025-05-20T15:58:16.323Z,2025-05-20T16:51:44.323Z,3208,-0.8020,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA8c3f5f480b873c64.json
CA5a689682e7deadbe,ACcb44e59a6e8bf77b6329094c5a4db011,2025-12-24T07:00:56.603Z,2025-12-24T07:01:26.603Z,,+18551000104,+16000000043,PN2937248de66edd0a,completed,2025-12-24T07:00:56.603Z,2025-12-24T07:03:35.603Z,159,-0.0398,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAe61862e872d36600.json
CAa77594d1fe4f995c,ACcb44e59a6e8bf77b6329094c5a4db011,2024-07-16T10:44:46.672Z,2024-07-16T10:45:16.672Z,,+16141000299,+16000000084,PN934d9c33e85dfb65,busy,2024-07-16T10:44:46.672Z,2024-07-16T11:41:23.672Z,3397,-0.8492,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAf3d6e9e3ca9c3efd.json
CA8b773999922accbe,ACcb44e59a6e8bf77b6329094c5a4db011,2024-04-27T11:22:38.780Z,2024-04-27T11:23:08.780Z,,+16000000007,+18771000102,PN09ed989294bb7dfe,busy,2024-04-27T11:22:38.780Z,2024-04-27T12:19:03.780Z,3385,-0.8462,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA507a7e3d9cba686c.json
CA0da84ebafedfb5f1,ACcb44e59a6e8bf77b6329094c5a4db011,2025-01-30T16:02:41.956Z,2025-01-30T16:03:11.956Z,,+16000000030,+15121000191,PN10fd3a87cabc0800,busy,2025-01-30T16:02:41.956Z,2025-01-30T16:09:53.956Z,432,-0.1080,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAbbc60c7f094a3bce.json
CA4dfbb00551497516,ACcb44e59a6e8bf77b6329094c5a4db011,2024-07-24T23:57:23.812Z,2024-07-24T23:57:53.812Z,,+19171000120,+16000000086,PN84da6f4ac64e7c74,completed,2024-07-24T23:57:23.812Z,2024-07-25T00:41:48.812Z,2665,-0.6662,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAfc344ac79a66d883.json
CA8405970af3b7e15e,ACcb44e59a6e8bf77b6329094c5a4db011,2023-11-17T18:52:23.838Z,2023-11-17T18:52:53.838Z,,+16000000067,+16171000112,PN125a3d2421106e2c,busy,2023-11-17T18:52:23.838Z,2023-11-17T19:20:15.838Z,1672,-0.4180,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA7425db8694bb4d05.json
CAd5ff87aacfcf5b02,ACcb44e59a6e8bf77b6329094c5a4db011,2024-01-12T00:08:45.731Z,2024-01-12T00:09:15.731Z,,+19171000435,+16000000069,PN39e74db68f55a965,completed,2024-01-12T00:08:45.731Z,2024-01-12T00:22:48.731Z,843,-0.2107,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAbb57345b58d68ffd.json
CA66d6fc2a9e4a3f77,ACcb44e59a6e8bf77b6329094c5a4db011,2025-02-02T08:54:45.609Z,2025-02-02T08:55:15.609Z,,+16000000096,+14041000445,PNc5e1562364b4333a,completed,2025-02-02T08:54:45.609Z,2025-02-02T09:36:56.609Z,2531,-0.6327,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA6c17cda1976546ad.json
CA30e110084b881f13,ACcb44e59a6e8bf77b6329094c5a4db011,2024-09-08T14:13:15.165Z,2024-09-08T14:13:45.165Z,,+16461000297,+16000000089,PNbd03d3126e29c65c,completed,2024-09-08T14:13:15.165Z,2024-09-08T14:45:27.165Z,1932,-0.4830,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA421e178d30a0e111.json
CA94fc5b2ffb8f722c,ACcb44e59a6e8bf77b6329094c5a4db011,2026-03-13T01:52:54.681Z,2026-03-13T01:53:24.681Z,,+16171000082,+16000000060,PN1c5bfae9984cfd9d,busy,2026-03-13T01:52:54.681Z,2026-03-13T02:10:45.681Z,1071,-0.2677,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAa63bad76488e5da2.json
CA704ec403b3df1bf5,ACcb44e59a6e8bf77b6329094c5a4db011,2025-08-14T11:36:58.128Z,2025-08-14T11:37:28.128Z,,+16000000031,+13051000051,PNc762162733b2d0d2,busy,2025-08-14T11:36:58.128Z,2025-08-14T12:09:12.128Z,1934,-0.4835,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA5e91bc7e43d50c85.json
CA8d8884281279ae7f,ACcb44e59a6e8bf77b6329094c5a4db011,2025-06-02T12:46:22.886Z,2025-06-02T12:46:52.886Z,,+13051000216,+16000000055,PNc5bf864880ea1599,completed,2025-06-02T12:46:22.886Z,2025-06-02T13:19:36.886Z,1994,-0.4985,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAaa0d2c861b910e18.json
CA87b760ccb170238b,ACcb44e59a6e8bf77b6329094c5a4db011,2025-01-23T01:45:14.459Z,2025-01-23T01:45:44.459Z,,+16000000021,+13051000291,PN877926a218cf6dee,completed,2025-01-23T01:45:14.459Z,2025-01-23T02:15:20.459Z,1806,-0.4515,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAa676efc2302f3331.json
CA28bb9ae740088390,ACcb44e59a6e8bf77b6329094c5a4db011,2023-08-08T06:19:07.157Z,2023-08-08T06:19:37.157Z,,+16000000065,+15031000380,PN73ca6ceabdb0a678,busy,2023-08-08T06:19:07.157Z,2023-08-08T06:39:32.157Z,1225,-0.3063,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA24e5f970d7af2198.json
CAca587783eb186452,ACcb44e59a6e8bf77b6329094c5a4db011,2025-04-07T03:45:39.672Z,2025-04-07T03:46:09.672Z,,+16000000062,+16171000112,PN125a3d2421106e2c,busy,2025-04-07T03:45:39.672Z,2025-04-07T04:15:41.672Z,1802,-0.4505,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA2d75f5ce992709b2.json
CAd831ea927048e4b4,ACcb44e59a6e8bf77b6329094c5a4db011,2023-12-30T18:58:41.682Z,2023-12-30T18:59:11.682Z,,+14151000484,+16000000002,PN71c8491fbe2d2497,completed,2023-12-30T18:58:41.682Z,2023-12-30T19:30:39.682Z,1918,-0.4795,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA7e2a47bf7bbeec78.json
CAdc40368010f580d2,ACcb44e59a6e8bf77b6329094c5a4db011,2024-09-17T23:55:30.964Z,2024-09-17T23:56:00.964Z,,+13121000048,+16000000027,PN72da2e8b6cea0704,completed,2024-09-17T23:55:30.964Z,2024-09-18T00:34:28.964Z,2338,-0.5845,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA5dbc8aec5edf244b.json
CAeec6d6c14cabb37a,ACcb44e59a6e8bf77b6329094c5a4db011,2026-01-06T05:47:53.373Z,2026-01-06T05:48:23.373Z,,+16000000073,+17021000488,PN1f65b43e7f2e772d,busy,2026-01-06T05:47:53.373Z,2026-01-06T06:18:35.373Z,1842,-0.4605,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAda6f9fb7a8c33547.json
CA0724959baddcccbd,ACcb44e59a6e8bf77b6329094c5a4db011,2025-08-17T04:04:38.233Z,2025-08-17T04:05:08.233Z,,+14151000034,+16000000030,PN4d696b98e1181ab6,completed,2025-08-17T04:04:38.233Z,2025-08-17T04:18:44.233Z,846,-0.2115,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAa64771254b0ae3dc.json
CAfc2240e9a2fa2dac,ACcb44e59a6e8bf77b6329094c5a4db011,2025-11-22T03:03:08.033Z,2025-11-22T03:03:38.033Z,,+16000000097,+12121000496,PN6eb4d1420de7d980,busy,2025-11-22T03:03:08.033Z,2025-11-22T03:14:46.033Z,698,-0.1745,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA69390a33c690a926.json
CAb5b08f5598d5e3fc,ACcb44e59a6e8bf77b6329094c5a4db011,2023-05-03T13:05:32.540Z,2023-05-03T13:06:02.540Z,,+15121000011,+16000000013,PN9ae5cddba97298c7,completed,2023-05-03T13:05:32.540Z,2023-05-03T13:42:49.540Z,2237,-0.5592,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA7f6a53e70b10aa52.json
CA550b711718c39efc,ACcb44e59a6e8bf77b6329094c5a4db011,2025-01-09T12:01:02.842Z,2025-01-09T12:01:32.842Z,,+16000000009,+16461000117,PNf3b119b4ea957f19,busy,2025-01-09T12:01:02.842Z,2025-01-09T12:32:52.842Z,1910,-0.4775,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA27d6cbf00c522fc3.json
CA8d0564ca707c0aa1,ACcb44e59a6e8bf77b6329094c5a4db011,2023-10-27T23:05:25.020Z,2023-10-27T23:05:55.020Z,,+19171000150,+16000000018,PNeba3a1f9eb1717ce,completed,2023-10-27T23:05:25.020Z,2023-10-27T23:27:24.020Z,1319,-0.3297,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA224312d5c335c419.json
CA56c0bb3335db3020,ACcb44e59a6e8bf77b6329094c5a4db011,2025-07-19T11:31:07.980Z,2025-07-19T11:31:37.980Z,,+13051000441,+16000000080,PN2ac571703fd8524c,busy,2025-07-19T11:31:07.980Z,2025-07-19T12:03:03.980Z,1916,-0.4790,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAa56a986eed561387.json
